company,year,month,period,sentiment_score,revenue_growth,esg_score,employee_rating,market_share,media_mentions,customer_satisfaction,reputation_score,event_note,date,text,market_noise,category,clean_text,kmeans_cluster,hierarchical_cluster
INFOSYS_LOW,2015,Oct,2015-10,0.296,0.0952,67.36,3.93,18.6,365,4.02,0.4573799999999999,,2015-10-01,TCS performance in October 2015 with reputation score 0.6534 showing stable (INFOSYS_LOW),0.123,General,tcs performance october 2015 reputation score 06534 showing stable infosyslow,3,2
Infosys,2015,Oct,2015-10,0.296,0.0952,67.36,3.93,18.6,365,4.02,0.6534,,2015-10-01,TCS performance in October 2015 with reputation score 0.6534 showing stable,0.123,General,tcs performance october 2015 reputation score 06534 showing stable,3,2
HCL_HIGH,2015,Oct,2015-10,0.296,0.0952,67.36,3.93,18.6,365,4.02,0.84942,,2015-10-01,TCS performance in October 2015 with reputation score 0.6534 showing stable (HCL_HIGH),0.123,General,tcs performance october 2015 reputation score 06534 showing stable hclhigh,3,2
WIPRO_MED,2015,Oct,2015-10,0.296,0.0952,67.36,3.93,18.6,365,4.02,0.6534,,2015-10-01,TCS performance in October 2015 with reputation score 0.6534 showing stable (WIPRO_MED),0.123,General,tcs performance october 2015 reputation score 06534 showing stable wipromed,3,2
TCS,2015,Oct,2015-10,0.296,0.0952,67.36,3.93,18.6,365,4.02,0.6534,,2015-10-01,TCS performance in October 2015 with reputation score 0.6534 showing stable,0.123,General,tcs performance october 2015 reputation score 06534 showing stable,3,2
Infosys,2015,Nov,2015-11,-0.296,0.0823,69.24,3.96,18.14,472,3.9,0.6484,,2015-11-01,TCS performance in November 2015 with reputation score 0.6484 showing uncertain,-0.01,General,tcs performance november 2015 reputation score 06484 showing uncertain,1,0
WIPRO_MED,2015,Nov,2015-11,-0.296,0.0823,69.24,3.96,18.14,472,3.9,0.6484,,2015-11-01,TCS performance in November 2015 with reputation score 0.6484 showing uncertain (WIPRO_MED),-0.01,General,tcs performance november 2015 reputation score 06484 showing uncertain wipromed,1,0
INFOSYS_LOW,2015,Nov,2015-11,-0.296,0.0823,69.24,3.96,18.14,472,3.9,0.4538799999999999,,2015-11-01,TCS performance in November 2015 with reputation score 0.6484 showing uncertain (INFOSYS_LOW),-0.01,General,tcs performance november 2015 reputation score 06484 showing uncertain infosyslow,1,0
HCL_HIGH,2015,Nov,2015-11,-0.296,0.0823,69.24,3.96,18.14,472,3.9,0.84292,,2015-11-01,TCS performance in November 2015 with reputation score 0.6484 showing uncertain (HCL_HIGH),-0.01,General,tcs performance november 2015 reputation score 06484 showing uncertain hclhigh,1,0
TCS,2015,Nov,2015-11,-0.296,0.0823,69.24,3.96,18.14,472,3.9,0.6484,,2015-11-01,TCS performance in November 2015 with reputation score 0.6484 showing uncertain,-0.01,General,tcs performance november 2015 reputation score 06484 showing uncertain,1,0
WIPRO_MED,2015,Dec,2015-12,0.296,0.1023,66.02,4.02,18.62,485,4.19,0.6767,,2015-12-01,TCS performance in December 2015 with reputation score 0.6767 showing stable (WIPRO_MED),0.015,General,tcs performance december 2015 reputation score 06767 showing stable wipromed,3,2
HCL_HIGH,2015,Dec,2015-12,0.296,0.1023,66.02,4.02,18.62,485,4.19,0.87971,,2015-12-01,TCS performance in December 2015 with reputation score 0.6767 showing stable (HCL_HIGH),0.015,General,tcs performance december 2015 reputation score 06767 showing stable hclhigh,3,2
Infosys,2015,Dec,2015-12,0.296,0.1023,66.02,4.02,18.62,485,4.19,0.6767,,2015-12-01,TCS performance in December 2015 with reputation score 0.6767 showing stable,0.015,General,tcs performance december 2015 reputation score 06767 showing stable,3,2
INFOSYS_LOW,2015,Dec,2015-12,0.296,0.1023,66.02,4.02,18.62,485,4.19,0.4736899999999999,,2015-12-01,TCS performance in December 2015 with reputation score 0.6767 showing stable (INFOSYS_LOW),0.015,General,tcs performance december 2015 reputation score 06767 showing stable infosyslow,3,2
TCS,2015,Dec,2015-12,0.296,0.1023,66.02,4.02,18.62,485,4.19,0.6767,,2015-12-01,TCS performance in December 2015 with reputation score 0.6767 showing stable,0.015,General,tcs performance december 2015 reputation score 06767 showing stable,3,2
HCL_HIGH,2016,Jan,2016-01,-0.296,0.074,67.93,3.7,18.98,447,3.93,0.82654,,2016-01-01,TCS performance in January 2016 with reputation score 0.6358 showing uncertain (HCL_HIGH),-0.002,General,tcs performance january 2016 reputation score 06358 showing uncertain hclhigh,1,0
WIPRO_MED,2016,Jan,2016-01,-0.296,0.074,67.93,3.7,18.98,447,3.93,0.6358,,2016-01-01,TCS performance in January 2016 with reputation score 0.6358 showing uncertain (WIPRO_MED),-0.002,General,tcs performance january 2016 reputation score 06358 showing uncertain wipromed,1,0
INFOSYS_LOW,2016,Jan,2016-01,-0.296,0.074,67.93,3.7,18.98,447,3.93,0.44506,,2016-01-01,TCS performance in January 2016 with reputation score 0.6358 showing uncertain (INFOSYS_LOW),-0.002,General,tcs performance january 2016 reputation score 06358 showing uncertain infosyslow,1,0
TCS,2016,Jan,2016-01,-0.296,0.074,67.93,3.7,18.98,447,3.93,0.6358,,2016-01-01,TCS performance in January 2016 with reputation score 0.6358 showing uncertain,-0.002,General,tcs performance january 2016 reputation score 06358 showing uncertain,1,0
Infosys,2016,Jan,2016-01,-0.296,0.074,67.93,3.7,18.98,447,3.93,0.6358,,2016-01-01,TCS performance in January 2016 with reputation score 0.6358 showing uncertain,-0.002,General,tcs performance january 2016 reputation score 06358 showing uncertain,1,0
TCS,2016,Feb,2016-02,0.296,0.0781,70.74,3.77,19.82,470,3.81,0.6451,,2016-02-01,TCS performance in February 2016 with reputation score 0.6451 showing stable,-0.058,General,tcs performance february 2016 reputation score 06451 showing stable,3,2
HCL_HIGH,2016,Feb,2016-02,0.296,0.0781,70.74,3.77,19.82,470,3.81,0.83863,,2016-02-01,TCS performance in February 2016 with reputation score 0.6451 showing stable (HCL_HIGH),-0.058,General,tcs performance february 2016 reputation score 06451 showing stable hclhigh,3,2
WIPRO_MED,2016,Feb,2016-02,0.296,0.0781,70.74,3.77,19.82,470,3.81,0.6451,,2016-02-01,TCS performance in February 2016 with reputation score 0.6451 showing stable (WIPRO_MED),-0.058,General,tcs performance february 2016 reputation score 06451 showing stable wipromed,3,2
Infosys,2016,Feb,2016-02,0.296,0.0781,70.74,3.77,19.82,470,3.81,0.6451,,2016-02-01,TCS performance in February 2016 with reputation score 0.6451 showing stable,-0.058,General,tcs performance february 2016 reputation score 06451 showing stable,3,2
INFOSYS_LOW,2016,Feb,2016-02,0.296,0.0781,70.74,3.77,19.82,470,3.81,0.4515699999999999,,2016-02-01,TCS performance in February 2016 with reputation score 0.6451 showing stable (INFOSYS_LOW),-0.058,General,tcs performance february 2016 reputation score 06451 showing stable infosyslow,3,2
INFOSYS_LOW,2016,Mar,2016-03,0.0,0.0919,68.73,3.89,19.14,414,3.82,0.4595499999999999,,2016-03-01,TCS performance in March 2016 with reputation score 0.6565 showing volatile (INFOSYS_LOW),0.057,General,tcs performance march 2016 reputation score 06565 showing volatile infosyslow,1,0
HCL_HIGH,2016,Mar,2016-03,0.0,0.0919,68.73,3.89,19.14,414,3.82,0.85345,,2016-03-01,TCS performance in March 2016 with reputation score 0.6565 showing volatile (HCL_HIGH),0.057,General,tcs performance march 2016 reputation score 06565 showing volatile hclhigh,1,0
Infosys,2016,Mar,2016-03,0.0,0.0919,68.73,3.89,19.14,414,3.82,0.6565,,2016-03-01,TCS performance in March 2016 with reputation score 0.6565 showing volatile,0.057,General,tcs performance march 2016 reputation score 06565 showing volatile,1,0
WIPRO_MED,2016,Mar,2016-03,0.0,0.0919,68.73,3.89,19.14,414,3.82,0.6565,,2016-03-01,TCS performance in March 2016 with reputation score 0.6565 showing volatile (WIPRO_MED),0.057,General,tcs performance march 2016 reputation score 06565 showing volatile wipromed,1,0
TCS,2016,Mar,2016-03,0.0,0.0919,68.73,3.89,19.14,414,3.82,0.6565,,2016-03-01,TCS performance in March 2016 with reputation score 0.6565 showing volatile,0.057,General,tcs performance march 2016 reputation score 06565 showing volatile,1,0
TCS,2016,Apr,2016-04,0.296,0.0734,70.03,3.83,18.63,417,3.94,0.6291,Leadership transition — Rajesh Gopinathan becomes CEO,2016-04-01,TCS performance in April 2016 with reputation score 0.6291 showing stable,0.038,General,tcs performance april 2016 reputation score 06291 showing stable,3,2
HCL_HIGH,2016,Apr,2016-04,0.296,0.0734,70.03,3.83,18.63,417,3.94,0.8178300000000001,Leadership transition — Rajesh Gopinathan becomes CEO,2016-04-01,TCS performance in April 2016 with reputation score 0.6291 showing stable (HCL_HIGH),0.038,General,tcs performance april 2016 reputation score 06291 showing stable hclhigh,3,2
INFOSYS_LOW,2016,Apr,2016-04,0.296,0.0734,70.03,3.83,18.63,417,3.94,0.44037,Leadership transition — Rajesh Gopinathan becomes CEO,2016-04-01,TCS performance in April 2016 with reputation score 0.6291 showing stable (INFOSYS_LOW),0.038,General,tcs performance april 2016 reputation score 06291 showing stable infosyslow,3,2
Infosys,2016,Apr,2016-04,0.296,0.0734,70.03,3.83,18.63,417,3.94,0.6291,Leadership transition — Rajesh Gopinathan becomes CEO,2016-04-01,TCS performance in April 2016 with reputation score 0.6291 showing stable,0.038,General,tcs performance april 2016 reputation score 06291 showing stable,3,2
WIPRO_MED,2016,Apr,2016-04,0.296,0.0734,70.03,3.83,18.63,417,3.94,0.6291,Leadership transition — Rajesh Gopinathan becomes CEO,2016-04-01,TCS performance in April 2016 with reputation score 0.6291 showing stable (WIPRO_MED),0.038,General,tcs performance april 2016 reputation score 06291 showing stable wipromed,3,2
WIPRO_MED,2016,May,2016-05,-0.296,0.0812,69.07,3.66,19.11,464,4.01,0.6422,,2016-05-01,TCS performance in May 2016 with reputation score 0.6422 showing uncertain (WIPRO_MED),0.04,General,tcs performance 2016 reputation score 06422 showing uncertain wipromed,2,3
INFOSYS_LOW,2016,May,2016-05,-0.296,0.0812,69.07,3.66,19.11,464,4.01,0.4495399999999999,,2016-05-01,TCS performance in May 2016 with reputation score 0.6422 showing uncertain (INFOSYS_LOW),0.04,General,tcs performance 2016 reputation score 06422 showing uncertain infosyslow,2,3
Infosys,2016,May,2016-05,-0.296,0.0812,69.07,3.66,19.11,464,4.01,0.6422,,2016-05-01,TCS performance in May 2016 with reputation score 0.6422 showing uncertain,0.04,General,tcs performance 2016 reputation score 06422 showing uncertain,2,3
HCL_HIGH,2016,May,2016-05,-0.296,0.0812,69.07,3.66,19.11,464,4.01,0.83486,,2016-05-01,TCS performance in May 2016 with reputation score 0.6422 showing uncertain (HCL_HIGH),0.04,General,tcs performance 2016 reputation score 06422 showing uncertain hclhigh,2,3
TCS,2016,May,2016-05,-0.296,0.0812,69.07,3.66,19.11,464,4.01,0.6422,,2016-05-01,TCS performance in May 2016 with reputation score 0.6422 showing uncertain,0.04,General,tcs performance 2016 reputation score 06422 showing uncertain,2,3
HCL_HIGH,2016,Jun,2016-06,0.0,0.073,67.87,3.86,19.15,461,4.29,0.85722,,2016-06-01,TCS performance in June 2016 with reputation score 0.6594 showing moderate (HCL_HIGH),-0.045,General,tcs performance june 2016 reputation score 06594 showing moderate hclhigh,0,1
WIPRO_MED,2016,Jun,2016-06,0.0,0.073,67.87,3.86,19.15,461,4.29,0.6594,,2016-06-01,TCS performance in June 2016 with reputation score 0.6594 showing moderate (WIPRO_MED),-0.045,General,tcs performance june 2016 reputation score 06594 showing moderate wipromed,0,1
TCS,2016,Jun,2016-06,0.0,0.073,67.87,3.86,19.15,461,4.29,0.6594,,2016-06-01,TCS performance in June 2016 with reputation score 0.6594 showing moderate,-0.045,General,tcs performance june 2016 reputation score 06594 showing moderate,0,1
Infosys,2016,Jun,2016-06,0.0,0.073,67.87,3.86,19.15,461,4.29,0.6594,,2016-06-01,TCS performance in June 2016 with reputation score 0.6594 showing moderate,-0.045,General,tcs performance june 2016 reputation score 06594 showing moderate,0,1
INFOSYS_LOW,2016,Jun,2016-06,0.0,0.073,67.87,3.86,19.15,461,4.29,0.4615799999999999,,2016-06-01,TCS performance in June 2016 with reputation score 0.6594 showing moderate (INFOSYS_LOW),-0.045,General,tcs performance june 2016 reputation score 06594 showing moderate infosyslow,0,1
HCL_HIGH,2016,Jul,2016-07,0.296,0.0951,70.14,3.88,18.91,480,3.82,0.8695700000000001,,2016-07-01,TCS performance in July 2016 with reputation score 0.6689 showing stable (HCL_HIGH),0.07,General,tcs performance july 2016 reputation score 06689 showing stable hclhigh,3,2
Infosys,2016,Jul,2016-07,0.296,0.0951,70.14,3.88,18.91,480,3.82,0.6689,,2016-07-01,TCS performance in July 2016 with reputation score 0.6689 showing stable,0.07,General,tcs performance july 2016 reputation score 06689 showing stable,3,2
WIPRO_MED,2016,Jul,2016-07,0.296,0.0951,70.14,3.88,18.91,480,3.82,0.6689,,2016-07-01,TCS performance in July 2016 with reputation score 0.6689 showing stable (WIPRO_MED),0.07,General,tcs performance july 2016 reputation score 06689 showing stable wipromed,3,2
INFOSYS_LOW,2016,Jul,2016-07,0.296,0.0951,70.14,3.88,18.91,480,3.82,0.46823,,2016-07-01,TCS performance in July 2016 with reputation score 0.6689 showing stable (INFOSYS_LOW),0.07,General,tcs performance july 2016 reputation score 06689 showing stable infosyslow,3,2
TCS,2016,Jul,2016-07,0.296,0.0951,70.14,3.88,18.91,480,3.82,0.6689,,2016-07-01,TCS performance in July 2016 with reputation score 0.6689 showing stable,0.07,General,tcs performance july 2016 reputation score 06689 showing stable,3,2
HCL_HIGH,2016,Aug,2016-08,0.0,0.0791,69.1,4.08,18.44,474,3.74,0.8463,,2016-08-01,TCS performance in August 2016 with reputation score 0.651 showing moderate (HCL_HIGH),-0.07,General,tcs performance august 2016 reputation score 0651 showing moderate hclhigh,0,1
WIPRO_MED,2016,Aug,2016-08,0.0,0.0791,69.1,4.08,18.44,474,3.74,0.651,,2016-08-01,TCS performance in August 2016 with reputation score 0.651 showing moderate (WIPRO_MED),-0.07,General,tcs performance august 2016 reputation score 0651 showing moderate wipromed,0,1
INFOSYS_LOW,2016,Aug,2016-08,0.0,0.0791,69.1,4.08,18.44,474,3.74,0.4557,,2016-08-01,TCS performance in August 2016 with reputation score 0.651 showing moderate (INFOSYS_LOW),-0.07,General,tcs performance august 2016 reputation score 0651 showing moderate infosyslow,0,1
Infosys,2016,Aug,2016-08,0.0,0.0791,69.1,4.08,18.44,474,3.74,0.651,,2016-08-01,TCS performance in August 2016 with reputation score 0.651 showing moderate,-0.07,General,tcs performance august 2016 reputation score 0651 showing moderate,0,1
TCS,2016,Aug,2016-08,0.0,0.0791,69.1,4.08,18.44,474,3.74,0.651,,2016-08-01,TCS performance in August 2016 with reputation score 0.651 showing moderate,-0.07,General,tcs performance august 2016 reputation score 0651 showing moderate,0,1
INFOSYS_LOW,2016,Sep,2016-09,0.0,0.0957,69.08,3.67,18.79,474,3.83,0.4596199999999999,,2016-09-01,TCS performance in September 2016 with reputation score 0.6566 showing volatile (INFOSYS_LOW),0.029,General,tcs performance september 2016 reputation score 06566 showing volatile infosyslow,1,0
Infosys,2016,Sep,2016-09,0.0,0.0957,69.08,3.67,18.79,474,3.83,0.6566,,2016-09-01,TCS performance in September 2016 with reputation score 0.6566 showing volatile,0.029,General,tcs performance september 2016 reputation score 06566 showing volatile,1,0
WIPRO_MED,2016,Sep,2016-09,0.0,0.0957,69.08,3.67,18.79,474,3.83,0.6566,,2016-09-01,TCS performance in September 2016 with reputation score 0.6566 showing volatile (WIPRO_MED),0.029,General,tcs performance september 2016 reputation score 06566 showing volatile wipromed,1,0
HCL_HIGH,2016,Sep,2016-09,0.0,0.0957,69.08,3.67,18.79,474,3.83,0.85358,,2016-09-01,TCS performance in September 2016 with reputation score 0.6566 showing volatile (HCL_HIGH),0.029,General,tcs performance september 2016 reputation score 06566 showing volatile hclhigh,1,0
TCS,2016,Sep,2016-09,0.0,0.0957,69.08,3.67,18.79,474,3.83,0.6566,,2016-09-01,TCS performance in September 2016 with reputation score 0.6566 showing volatile,0.029,General,tcs performance september 2016 reputation score 06566 showing volatile,1,0
WIPRO_MED,2016,Oct,2016-10,0.5106,0.0814,68.22,4.06,19.19,257,3.92,0.6549,,2016-10-01,TCS performance in October 2016 with reputation score 0.6549 showing strong (WIPRO_MED),0.11,General,tcs performance october 2016 reputation score 06549 showing strong wipromed,1,0
Infosys,2016,Oct,2016-10,0.5106,0.0814,68.22,4.06,19.19,257,3.92,0.6549,,2016-10-01,TCS performance in October 2016 with reputation score 0.6549 showing strong,0.11,General,tcs performance october 2016 reputation score 06549 showing strong,1,0
TCS,2016,Oct,2016-10,0.5106,0.0814,68.22,4.06,19.19,257,3.92,0.6549,,2016-10-01,TCS performance in October 2016 with reputation score 0.6549 showing strong,0.11,General,tcs performance october 2016 reputation score 06549 showing strong,1,0
INFOSYS_LOW,2016,Oct,2016-10,0.5106,0.0814,68.22,4.06,19.19,257,3.92,0.45843,,2016-10-01,TCS performance in October 2016 with reputation score 0.6549 showing strong (INFOSYS_LOW),0.11,General,tcs performance october 2016 reputation score 06549 showing strong infosyslow,1,0
HCL_HIGH,2016,Oct,2016-10,0.5106,0.0814,68.22,4.06,19.19,257,3.92,0.8513700000000001,,2016-10-01,TCS performance in October 2016 with reputation score 0.6549 showing strong (HCL_HIGH),0.11,General,tcs performance october 2016 reputation score 06549 showing strong hclhigh,1,0
TCS,2016,Nov,2016-11,0.0,0.0848,68.05,3.79,19.15,489,3.78,0.6381,,2016-11-01,TCS performance in November 2016 with reputation score 0.6381 showing volatile,-0.05,General,tcs performance november 2016 reputation score 06381 showing volatile,1,0
INFOSYS_LOW,2016,Nov,2016-11,0.0,0.0848,68.05,3.79,19.15,489,3.78,0.4466699999999999,,2016-11-01,TCS performance in November 2016 with reputation score 0.6381 showing volatile (INFOSYS_LOW),-0.05,General,tcs performance november 2016 reputation score 06381 showing volatile infosyslow,1,0
Infosys,2016,Nov,2016-11,0.0,0.0848,68.05,3.79,19.15,489,3.78,0.6381,,2016-11-01,TCS performance in November 2016 with reputation score 0.6381 showing volatile,-0.05,General,tcs performance november 2016 reputation score 06381 showing volatile,1,0
HCL_HIGH,2016,Nov,2016-11,0.0,0.0848,68.05,3.79,19.15,489,3.78,0.82953,,2016-11-01,TCS performance in November 2016 with reputation score 0.6381 showing volatile (HCL_HIGH),-0.05,General,tcs performance november 2016 reputation score 06381 showing volatile hclhigh,1,0
WIPRO_MED,2016,Nov,2016-11,0.0,0.0848,68.05,3.79,19.15,489,3.78,0.6381,,2016-11-01,TCS performance in November 2016 with reputation score 0.6381 showing volatile (WIPRO_MED),-0.05,General,tcs performance november 2016 reputation score 06381 showing volatile wipromed,1,0
Infosys,2016,Dec,2016-12,0.296,0.0792,68.22,4.01,19.12,319,3.99,0.6543,,2016-12-01,TCS performance in December 2016 with reputation score 0.6543 showing stable,-0.028,General,tcs performance december 2016 reputation score 06543 showing stable,3,2
TCS,2016,Dec,2016-12,0.296,0.0792,68.22,4.01,19.12,319,3.99,0.6543,,2016-12-01,TCS performance in December 2016 with reputation score 0.6543 showing stable,-0.028,General,tcs performance december 2016 reputation score 06543 showing stable,3,2
WIPRO_MED,2016,Dec,2016-12,0.296,0.0792,68.22,4.01,19.12,319,3.99,0.6543,,2016-12-01,TCS performance in December 2016 with reputation score 0.6543 showing stable (WIPRO_MED),-0.028,General,tcs performance december 2016 reputation score 06543 showing stable wipromed,3,2
INFOSYS_LOW,2016,Dec,2016-12,0.296,0.0792,68.22,4.01,19.12,319,3.99,0.45801,,2016-12-01,TCS performance in December 2016 with reputation score 0.6543 showing stable (INFOSYS_LOW),-0.028,General,tcs performance december 2016 reputation score 06543 showing stable infosyslow,3,2
HCL_HIGH,2016,Dec,2016-12,0.296,0.0792,68.22,4.01,19.12,319,3.99,0.8505900000000001,,2016-12-01,TCS performance in December 2016 with reputation score 0.6543 showing stable (HCL_HIGH),-0.028,General,tcs performance december 2016 reputation score 06543 showing stable hclhigh,3,2
WIPRO_MED,2017,Jan,2017-01,0.0,0.1083,69.18,3.84,19.88,363,4.04,0.6899,,2017-01-01,TCS performance in January 2017 with reputation score 0.6899 showing moderate (WIPRO_MED),0.005,General,tcs performance january 2017 reputation score 06899 showing moderate wipromed,0,1
Infosys,2017,Jan,2017-01,0.0,0.1083,69.18,3.84,19.88,363,4.04,0.6899,,2017-01-01,TCS performance in January 2017 with reputation score 0.6899 showing moderate,0.005,General,tcs performance january 2017 reputation score 06899 showing moderate,0,1
INFOSYS_LOW,2017,Jan,2017-01,0.0,0.1083,69.18,3.84,19.88,363,4.04,0.4829299999999999,,2017-01-01,TCS performance in January 2017 with reputation score 0.6899 showing moderate (INFOSYS_LOW),0.005,General,tcs performance january 2017 reputation score 06899 showing moderate infosyslow,0,1
TCS,2017,Jan,2017-01,0.0,0.1083,69.18,3.84,19.88,363,4.04,0.6899,,2017-01-01,TCS performance in January 2017 with reputation score 0.6899 showing moderate,0.005,General,tcs performance january 2017 reputation score 06899 showing moderate,0,1
HCL_HIGH,2017,Jan,2017-01,0.0,0.1083,69.18,3.84,19.88,363,4.04,0.89687,,2017-01-01,TCS performance in January 2017 with reputation score 0.6899 showing moderate (HCL_HIGH),0.005,General,tcs performance january 2017 reputation score 06899 showing moderate hclhigh,0,1
Infosys,2017,Feb,2017-02,0.0,0.0906,70.93,3.51,19.19,399,3.88,0.6555,,2017-02-01,TCS performance in February 2017 with reputation score 0.6555 showing moderate,-0.025,General,tcs performance february 2017 reputation score 06555 showing moderate,0,1
INFOSYS_LOW,2017,Feb,2017-02,0.0,0.0906,70.93,3.51,19.19,399,3.88,0.4588499999999999,,2017-02-01,TCS performance in February 2017 with reputation score 0.6555 showing moderate (INFOSYS_LOW),-0.025,General,tcs performance february 2017 reputation score 06555 showing moderate infosyslow,0,1
HCL_HIGH,2017,Feb,2017-02,0.0,0.0906,70.93,3.51,19.19,399,3.88,0.85215,,2017-02-01,TCS performance in February 2017 with reputation score 0.6555 showing moderate (HCL_HIGH),-0.025,General,tcs performance february 2017 reputation score 06555 showing moderate hclhigh,0,1
WIPRO_MED,2017,Feb,2017-02,0.0,0.0906,70.93,3.51,19.19,399,3.88,0.6555,,2017-02-01,TCS performance in February 2017 with reputation score 0.6555 showing moderate (WIPRO_MED),-0.025,General,tcs performance february 2017 reputation score 06555 showing moderate wipromed,0,1
TCS,2017,Feb,2017-02,0.0,0.0906,70.93,3.51,19.19,399,3.88,0.6555,,2017-02-01,TCS performance in February 2017 with reputation score 0.6555 showing moderate,-0.025,General,tcs performance february 2017 reputation score 06555 showing moderate,0,1
Infosys,2017,Mar,2017-03,-0.296,0.0966,70.47,3.92,19.93,305,4.12,0.6918,,2017-03-01,TCS performance in March 2017 with reputation score 0.6918 showing uncertain,-0.078,General,tcs performance march 2017 reputation score 06918 showing uncertain,2,3
WIPRO_MED,2017,Mar,2017-03,-0.296,0.0966,70.47,3.92,19.93,305,4.12,0.6918,,2017-03-01,TCS performance in March 2017 with reputation score 0.6918 showing uncertain (WIPRO_MED),-0.078,General,tcs performance march 2017 reputation score 06918 showing uncertain wipromed,2,3
TCS,2017,Mar,2017-03,-0.296,0.0966,70.47,3.92,19.93,305,4.12,0.6918,,2017-03-01,TCS performance in March 2017 with reputation score 0.6918 showing uncertain,-0.078,General,tcs performance march 2017 reputation score 06918 showing uncertain,2,3
INFOSYS_LOW,2017,Mar,2017-03,-0.296,0.0966,70.47,3.92,19.93,305,4.12,0.4842599999999999,,2017-03-01,TCS performance in March 2017 with reputation score 0.6918 showing uncertain (INFOSYS_LOW),-0.078,General,tcs performance march 2017 reputation score 06918 showing uncertain infosyslow,2,3
HCL_HIGH,2017,Mar,2017-03,-0.296,0.0966,70.47,3.92,19.93,305,4.12,0.89934,,2017-03-01,TCS performance in March 2017 with reputation score 0.6918 showing uncertain (HCL_HIGH),-0.078,General,tcs performance march 2017 reputation score 06918 showing uncertain hclhigh,2,3
WIPRO_MED,2017,Apr,2017-04,0.0,0.0891,71.55,3.92,19.32,425,3.96,0.6668,,2017-04-01,TCS performance in April 2017 with reputation score 0.6668 showing moderate (WIPRO_MED),0.003,General,tcs performance april 2017 reputation score 06668 showing moderate wipromed,0,1
INFOSYS_LOW,2017,Apr,2017-04,0.0,0.0891,71.55,3.92,19.32,425,3.96,0.4667599999999999,,2017-04-01,TCS performance in April 2017 with reputation score 0.6668 showing moderate (INFOSYS_LOW),0.003,General,tcs performance april 2017 reputation score 06668 showing moderate infosyslow,0,1
Infosys,2017,Apr,2017-04,0.0,0.0891,71.55,3.92,19.32,425,3.96,0.6668,,2017-04-01,TCS performance in April 2017 with reputation score 0.6668 showing moderate,0.003,General,tcs performance april 2017 reputation score 06668 showing moderate,0,1
HCL_HIGH,2017,Apr,2017-04,0.0,0.0891,71.55,3.92,19.32,425,3.96,0.8668399999999999,,2017-04-01,TCS performance in April 2017 with reputation score 0.6668 showing moderate (HCL_HIGH),0.003,General,tcs performance april 2017 reputation score 06668 showing moderate hclhigh,0,1
TCS,2017,Apr,2017-04,0.0,0.0891,71.55,3.92,19.32,425,3.96,0.6668,,2017-04-01,TCS performance in April 2017 with reputation score 0.6668 showing moderate,0.003,General,tcs performance april 2017 reputation score 06668 showing moderate,0,1
INFOSYS_LOW,2017,May,2017-05,-0.296,0.1053,72.9,3.75,20.14,263,3.98,0.4769799999999999,,2017-05-01,TCS performance in May 2017 with reputation score 0.6814 showing uncertain (INFOSYS_LOW),-0.053,General,tcs performance 2017 reputation score 06814 showing uncertain infosyslow,2,0
Infosys,2017,May,2017-05,-0.296,0.1053,72.9,3.75,20.14,263,3.98,0.6814,,2017-05-01,TCS performance in May 2017 with reputation score 0.6814 showing uncertain,-0.053,General,tcs performance 2017 reputation score 06814 showing uncertain,2,0
WIPRO_MED,2017,May,2017-05,-0.296,0.1053,72.9,3.75,20.14,263,3.98,0.6814,,2017-05-01,TCS performance in May 2017 with reputation score 0.6814 showing uncertain (WIPRO_MED),-0.053,General,tcs performance 2017 reputation score 06814 showing uncertain wipromed,2,0
TCS,2017,May,2017-05,-0.296,0.1053,72.9,3.75,20.14,263,3.98,0.6814,,2017-05-01,TCS performance in May 2017 with reputation score 0.6814 showing uncertain,-0.053,General,tcs performance 2017 reputation score 06814 showing uncertain,2,0
HCL_HIGH,2017,May,2017-05,-0.296,0.1053,72.9,3.75,20.14,263,3.98,0.88582,,2017-05-01,TCS performance in May 2017 with reputation score 0.6814 showing uncertain (HCL_HIGH),-0.053,General,tcs performance 2017 reputation score 06814 showing uncertain hclhigh,2,0
WIPRO_MED,2017,Jun,2017-06,0.5106,0.1062,70.25,3.88,19.35,372,4.08,0.6889,,2017-06-01,TCS performance in June 2017 with reputation score 0.6889 showing strong (WIPRO_MED),0.024,General,tcs performance june 2017 reputation score 06889 showing strong wipromed,2,0
TCS,2017,Jun,2017-06,0.5106,0.1062,70.25,3.88,19.35,372,4.08,0.6889,,2017-06-01,TCS performance in June 2017 with reputation score 0.6889 showing strong,0.024,General,tcs performance june 2017 reputation score 06889 showing strong,2,0
HCL_HIGH,2017,Jun,2017-06,0.5106,0.1062,70.25,3.88,19.35,372,4.08,0.89557,,2017-06-01,TCS performance in June 2017 with reputation score 0.6889 showing strong (HCL_HIGH),0.024,General,tcs performance june 2017 reputation score 06889 showing strong hclhigh,2,0
INFOSYS_LOW,2017,Jun,2017-06,0.5106,0.1062,70.25,3.88,19.35,372,4.08,0.4822299999999999,,2017-06-01,TCS performance in June 2017 with reputation score 0.6889 showing strong (INFOSYS_LOW),0.024,General,tcs performance june 2017 reputation score 06889 showing strong infosyslow,2,0
Infosys,2017,Jun,2017-06,0.5106,0.1062,70.25,3.88,19.35,372,4.08,0.6889,,2017-06-01,TCS performance in June 2017 with reputation score 0.6889 showing strong,0.024,General,tcs performance june 2017 reputation score 06889 showing strong,2,0
